Liczba wierzchołków,200,400,600,800,1000,
Dijkstra - macierz,0.000822753,0.003308162,0.007291139,0.013169557,0.021041981,
Dijkstra - lista,0.000607523,0.002456702,0.005166297,0.009207059,0.014818561,
Bellman-Ford - macierz,0.086561762,0.691717453,2.272601400,5.403900853,10.778678373,
Bellman-Ford - macierz,0.030487311,0.279230601,0.862952520,2.031124851,4.223703100,
