Liczba wierzchołków,200,400,600,800,1000,
Dijkstra - macierz,0.000876737,0.003594217,0.007982072,0.013976449,0.022099993,
Dijkstra - lista,0.000517183,0.002119782,0.004574516,0.007927897,0.012594397,
Bellman-Ford - macierz,0.101536936,0.820047395,2.733417631,6.361895493,12.496015162,
Bellman-Ford - macierz,0.020537705,0.165972418,0.655650230,1.464731733,2.620476228,
