Liczba wierzchołków,200,400,600,800,1000
Prim - macierz,0.000791510,0.003216592,0.007009076,0.012153651,0.019240767
Prim - lista,0.000813296,0.004310901,0.010535097,0.019294770,0.032906110
Kruskal - macierz,0.001227270,0.004627423,0.010022699,0.017099179,0.027214267
Kruskal - macierz,0.001987538,0.008457009,0.019588540,0.033443525,0.054307306
